raw_locator,set_code,collector_number,rank,archetype,quantity,top10,archetype_tag,meta_tag_top50,meta_tag_top10,limitless_card_url
CRI-21,CRI,21,20,Greninja,1,False,ptcg::archetype::greninja,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/21
CRI-22,CRI,22,8,Mega Greninja,2,True,ptcg::archetype::mega_greninja,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/22
CRI-23,CRI,23,43,Mega Abomasnow,2,False,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/23
CRI-24,CRI,24,43,Mega Abomasnow,1,False,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/24
CRI-3,CRI,3,12,Beedrill,4,False,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/3
CRI-33,CRI,33,27,Mega Diancie,1,False,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/33
CRI-61,CRI,61,6,Slowking,2,True,ptcg::archetype::slowking,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/61
CRI-61,CRI,61,22,Metagross,2,False,ptcg::archetype::metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/61
CRI-76,CRI,76,8,Mega Greninja,1,True,ptcg::archetype::mega_greninja,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/76
CRI-76,CRI,76,45,Joltik Box,1,False,ptcg::archetype::joltik_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/76
CRI-78,CRI,78,46,Palafin,1,False,ptcg::archetype::palafin,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/78
CRI-79,CRI,79,25,Archaludon,1,False,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/79
CRI-80,CRI,80,14,Rocket's Mewtwo,2,False,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/80
CRI-80,CRI,80,25,Archaludon,2,False,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/80
CRI-80,CRI,80,32,Mega Absol Box,2,False,ptcg::archetype::mega_absol_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/80
CRI-82,CRI,82,1,Dragapult,1,True,ptcg::archetype::dragapult,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,2,Ogerpon Meganium,1,True,ptcg::archetype::ogerpon_meganium,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,4,N's Zoroark,1,True,ptcg::archetype::n_s_zoroark,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,7,Mega Lucario,1,True,ptcg::archetype::mega_lucario,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,8,Mega Greninja,1,True,ptcg::archetype::mega_greninja,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,9,Basic Box,1,True,ptcg::archetype::basic_box,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,12,Beedrill,1,False,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,20,Greninja,1,False,ptcg::archetype::greninja,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,22,Metagross,1,False,ptcg::archetype::metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,24,Marnie's Grimmsnarl,1,False,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,25,Archaludon,1,False,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,27,Mega Diancie,1,False,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,28,Kangaskhan Bouffalant,1,False,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,29,Okidogi,1,False,ptcg::archetype::okidogi,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,31,Tera Box,1,False,ptcg::archetype::tera_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,32,Mega Absol Box,2,False,ptcg::archetype::mega_absol_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,33,Flareon,1,False,ptcg::archetype::flareon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,35,Toxtricity,1,False,ptcg::archetype::toxtricity,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,36,Eelektrik,1,False,ptcg::archetype::eelektrik,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,37,Bloodmoon Ursaluna,1,False,ptcg::archetype::bloodmoon_ursaluna,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,45,Joltik Box,1,False,ptcg::archetype::joltik_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,46,Palafin,1,False,ptcg::archetype::palafin,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-82,CRI,82,50,Mega Charizard X,1,False,ptcg::archetype::mega_charizard_x,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/82
CRI-83,CRI,83,4,N's Zoroark,4,True,ptcg::archetype::n_s_zoroark,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/83
CRI-83,CRI,83,32,Mega Absol Box,4,False,ptcg::archetype::mega_absol_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/83
CRI-86,CRI,86,50,Mega Charizard X,1,False,ptcg::archetype::mega_charizard_x,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/CRI/86
DRI-10,DRI,10,3,Alakazam,1,True,ptcg::archetype::alakazam,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/10
DRI-10,DRI,10,13,Festival Lead,1,False,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/10
DRI-10,DRI,10,17,Cynthia's Garchomp,1,False,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/10
DRI-10,DRI,10,18,Hop's Trevenant,1,False,ptcg::archetype::hop_s_trevenant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/10
DRI-10,DRI,10,19,Ethan's Typhlosion,1,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/10
DRI-10,DRI,10,20,Greninja,1,False,ptcg::archetype::greninja,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/10
DRI-10,DRI,10,22,Metagross,1,False,ptcg::archetype::metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/10
DRI-10,DRI,10,30,Mega Venusaur,1,False,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/10
DRI-10,DRI,10,34,Doublade,1,False,ptcg::archetype::doublade,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/10
DRI-10,DRI,10,37,Bloodmoon Ursaluna,1,False,ptcg::archetype::bloodmoon_ursaluna,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/10
DRI-10,DRI,10,42,Mega Froslass,1,False,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/10
DRI-10,DRI,10,50,Mega Charizard X,1,False,ptcg::archetype::mega_charizard_x,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/10
DRI-11,DRI,11,11,Crustle,3,False,ptcg::archetype::crustle,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/11
DRI-12,DRI,12,11,Crustle,3,False,ptcg::archetype::crustle,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/12
DRI-134,DRI,134,24,Marnie's Grimmsnarl,3,False,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/134
DRI-135,DRI,135,24,Marnie's Grimmsnarl,2,False,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/135
DRI-136,DRI,136,24,Marnie's Grimmsnarl,3,False,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/136
DRI-143,DRI,143,26,Steven's Metagross,3,False,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/143
DRI-144,DRI,144,26,Steven's Metagross,2,False,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/144
DRI-145,DRI,145,26,Steven's Metagross,3,False,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/145
DRI-153,DRI,153,10,Rocket's Honchkrow,2,True,ptcg::archetype::rocket_s_honchkrow,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/153
DRI-154,DRI,154,10,Rocket's Honchkrow,1,True,ptcg::archetype::rocket_s_honchkrow,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/154
DRI-162,DRI,162,17,Cynthia's Garchomp,3,False,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/162
DRI-164,DRI,164,22,Metagross,2,False,ptcg::archetype::metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/164
DRI-164,DRI,164,26,Steven's Metagross,1,False,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/164
DRI-164,DRI,164,35,Toxtricity,1,False,ptcg::archetype::toxtricity,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/164
DRI-165,DRI,165,19,Ethan's Typhlosion,4,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/165
DRI-168,DRI,168,3,Alakazam,1,True,ptcg::archetype::alakazam,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/168
DRI-168,DRI,168,12,Beedrill,1,False,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/168
DRI-168,DRI,168,40,Rocket's Spidops,1,False,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/168
DRI-168,DRI,168,41,Decidueye,1,False,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/168
DRI-169,DRI,169,24,Marnie's Grimmsnarl,4,False,ptcg::archetype::marnie_s_grimmsnarl,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/169
DRI-179,DRI,179,37,Bloodmoon Ursaluna,3,False,ptcg::archetype::bloodmoon_ursaluna,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/179
DRI-32,DRI,32,19,Ethan's Typhlosion,4,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/32
DRI-33,DRI,33,19,Ethan's Typhlosion,4,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/33
DRI-34,DRI,34,19,Ethan's Typhlosion,4,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/34
DRI-51,DRI,51,10,Rocket's Honchkrow,2,True,ptcg::archetype::rocket_s_honchkrow,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/51
DRI-51,DRI,51,14,Rocket's Mewtwo,2,False,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/51
DRI-51,DRI,51,22,Metagross,1,False,ptcg::archetype::metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/51
DRI-51,DRI,51,28,Kangaskhan Bouffalant,1,False,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/51
DRI-51,DRI,51,40,Rocket's Spidops,2,False,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/51
DRI-51,DRI,51,45,Joltik Box,1,False,ptcg::archetype::joltik_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/51
DRI-51,DRI,51,47,Sylveon,1,False,ptcg::archetype::sylveon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/51
DRI-7,DRI,7,17,Cynthia's Garchomp,4,False,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/7
DRI-78,DRI,78,6,Slowking,1,True,ptcg::archetype::slowking,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/78
DRI-8,DRI,8,17,Cynthia's Garchomp,3,False,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/DRI/8
JTG-117,JTG,117,18,Hop's Trevenant,2,False,ptcg::archetype::hop_s_trevenant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/117
JTG-120,JTG,120,3,Alakazam,3,True,ptcg::archetype::alakazam,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/120
JTG-120,JTG,120,7,Mega Lucario,3,True,ptcg::archetype::mega_lucario,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/120
JTG-120,JTG,120,8,Mega Greninja,2,True,ptcg::archetype::mega_greninja,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/120
JTG-120,JTG,120,12,Beedrill,4,False,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/120
JTG-120,JTG,120,16,Mega Lopunny,4,False,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/120
JTG-120,JTG,120,25,Archaludon,3,False,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/120
JTG-120,JTG,120,41,Decidueye,2,False,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/120
JTG-120,JTG,120,42,Mega Froslass,2,False,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/120
JTG-120,JTG,120,46,Palafin,2,False,ptcg::archetype::palafin,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/120
JTG-121,JTG,121,7,Mega Lucario,1,True,ptcg::archetype::mega_lucario,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/121
JTG-121,JTG,121,8,Mega Greninja,1,True,ptcg::archetype::mega_greninja,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/121
JTG-121,JTG,121,16,Mega Lopunny,1,False,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/121
JTG-121,JTG,121,46,Palafin,1,False,ptcg::archetype::palafin,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/121
JTG-135,JTG,135,18,Hop's Trevenant,1,False,ptcg::archetype::hop_s_trevenant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/135
JTG-136,JTG,136,18,Hop's Trevenant,1,False,ptcg::archetype::hop_s_trevenant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/136
JTG-143,JTG,143,4,N's Zoroark,1,True,ptcg::archetype::n_s_zoroark,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/143
JTG-143,JTG,143,19,Ethan's Typhlosion,1,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/143
JTG-143,JTG,143,25,Archaludon,1,False,ptcg::archetype::archaludon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/143
JTG-143,JTG,143,33,Flareon,1,False,ptcg::archetype::flareon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/143
JTG-143,JTG,143,46,Palafin,1,False,ptcg::archetype::palafin,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/143
JTG-146,JTG,146,9,Basic Box,1,True,ptcg::archetype::basic_box,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/146
JTG-146,JTG,146,22,Metagross,2,False,ptcg::archetype::metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/146
JTG-146,JTG,146,26,Steven's Metagross,3,False,ptcg::archetype::steven_s_metagross,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/146
JTG-146,JTG,146,28,Kangaskhan Bouffalant,2,False,ptcg::archetype::kangaskhan_bouffalant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/146
JTG-146,JTG,146,31,Tera Box,1,False,ptcg::archetype::tera_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/146
JTG-146,JTG,146,32,Mega Absol Box,1,False,ptcg::archetype::mega_absol_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/146
JTG-146,JTG,146,34,Doublade,3,False,ptcg::archetype::doublade,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/146
JTG-146,JTG,146,38,Mega Manectric,4,False,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/146
JTG-146,JTG,146,45,Joltik Box,1,False,ptcg::archetype::joltik_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/146
JTG-147,JTG,147,18,Hop's Trevenant,2,False,ptcg::archetype::hop_s_trevenant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/147
JTG-148,JTG,148,18,Hop's Trevenant,4,False,ptcg::archetype::hop_s_trevenant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/148
JTG-151,JTG,151,21,Lillie's Clefairy,2,False,ptcg::archetype::lillie_s_clefairy,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/151
JTG-151,JTG,151,27,Mega Diancie,1,False,ptcg::archetype::mega_diancie,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/151
JTG-152,JTG,152,4,N's Zoroark,2,True,ptcg::archetype::n_s_zoroark,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/152
JTG-154,JTG,154,18,Hop's Trevenant,4,False,ptcg::archetype::hop_s_trevenant,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/154
JTG-156,JTG,156,12,Beedrill,1,False,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/156
JTG-156,JTG,156,19,Ethan's Typhlosion,1,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/156
JTG-157,JTG,157,4,N's Zoroark,1,True,ptcg::archetype::n_s_zoroark,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/157
JTG-159,JTG,159,11,Crustle,4,False,ptcg::archetype::crustle,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/159
JTG-159,JTG,159,47,Sylveon,1,False,ptcg::archetype::sylveon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/159
JTG-7,JTG,7,13,Festival Lead,1,False,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/7
JTG-8,JTG,8,48,Froslass Munkidori,1,False,ptcg::archetype::froslass_munkidori,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/JTG/8
MEE-1,MEE,1,2,Ogerpon Meganium,14,True,ptcg::archetype::ogerpon_meganium,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,5,Raging Bolt,7,True,ptcg::archetype::raging_bolt,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,9,Basic Box,4,True,ptcg::archetype::basic_box,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,11,Crustle,1,False,ptcg::archetype::crustle,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,12,Beedrill,5,False,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,13,Festival Lead,5,False,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,14,Rocket's Mewtwo,6,False,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,30,Mega Venusaur,12,False,ptcg::archetype::mega_venusaur,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,31,Tera Box,5,False,ptcg::archetype::tera_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,33,Flareon,1,False,ptcg::archetype::flareon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,38,Mega Manectric,4,False,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,40,Rocket's Spidops,6,False,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,41,Decidueye,3,False,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/1
MEE-1,MEE,1,45,Joltik Box,4,False,ptcg::archetype::joltik_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/1
MEE-2,MEE,2,1,Dragapult,3,True,ptcg::archetype::dragapult,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEE/2
MEE-2,MEE,2,9,Basic Box,1,True,ptcg::archetype::basic_box,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEE/2
MEE-2,MEE,2,16,Mega Lopunny,1,False,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/2
MEE-2,MEE,2,19,Ethan's Typhlosion,5,False,ptcg::archetype::ethan_s_typhlosion,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/2
MEE-2,MEE,2,21,Lillie's Clefairy,1,False,ptcg::archetype::lillie_s_clefairy,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/2
MEE-2,MEE,2,23,Ceruledge,6,False,ptcg::archetype::ceruledge,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/2
MEE-2,MEE,2,32,Mega Absol Box,2,False,ptcg::archetype::mega_absol_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/2
MEE-2,MEE,2,33,Flareon,2,False,ptcg::archetype::flareon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/2
MEE-2,MEE,2,50,Mega Charizard X,10,False,ptcg::archetype::mega_charizard_x,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/2
MEE-3,MEE,3,5,Raging Bolt,1,True,ptcg::archetype::raging_bolt,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,8,Mega Greninja,7,True,ptcg::archetype::mega_greninja,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,9,Basic Box,1,True,ptcg::archetype::basic_box,ptcg::meta::2026_06::top50,ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,15,Mega Starmie,4,False,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,20,Greninja,6,False,ptcg::archetype::greninja,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,21,Lillie's Clefairy,2,False,ptcg::archetype::lillie_s_clefairy,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,31,Tera Box,1,False,ptcg::archetype::tera_box,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,33,Flareon,2,False,ptcg::archetype::flareon,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,36,Eelektrik,5,False,ptcg::archetype::eelektrik,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,38,Mega Manectric,2,False,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,42,Mega Froslass,4,False,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,43,Mega Abomasnow,30,False,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/3
MEE-3,MEE,3,44,Bronzong,2,False,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,,https://limitlesstcg.com/cards/MEE/3
