source_locator,priority_tier,set_code,collector_number,top10_core,minimum_archetype_rank,archetype_count,archetypes,archetype_ranks,archetype_quantities,anki_tags,limitless_card_url,resolved_name,mechanical_card_key,resolution_status
TWM-155,top10_core,TWM,155,True,2,7,Ogerpon Meganium | Alakazam | Festival Lead | Ethan's Typhlosion | Mega Venusaur | Mega Manectric | Mega Froslass,2 | 3 | 13 | 19 | 30 | 38 | 42,Ogerpon Meganium:1 | Alakazam:1 | Festival Lead:1 | Ethan's Typhlosion:2 | Mega Venusaur:1 | Mega Manectric:1 | Mega Froslass:1,ptcg::archetype::ogerpon_meganium ptcg::archetype::alakazam ptcg::archetype::festival_lead ptcg::archetype::ethan_s_typhlosion ptcg::archetype::mega_venusaur ptcg::archetype::mega_manectric ptcg::archetype::mega_froslass ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/155,,,unresolved_print_locator
TWM-17,top10_core,TWM,17,True,2,2,Ogerpon Meganium | Festival Lead,2 | 13,Ogerpon Meganium:2 | Festival Lead:3,ptcg::archetype::ogerpon_meganium ptcg::archetype::festival_lead ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/17,,,unresolved_print_locator
TWM-18,top10_core,TWM,18,True,2,2,Ogerpon Meganium | Festival Lead,2 | 13,Ogerpon Meganium:2 | Festival Lead:4,ptcg::archetype::ogerpon_meganium ptcg::archetype::festival_lead ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/18,,,unresolved_print_locator
TWM-25,top10_core,TWM,25,True,2,5,Ogerpon Meganium | Raging Bolt | Basic Box | Mega Venusaur | Tera Box,2 | 5 | 9 | 30 | 31,Ogerpon Meganium:4 | Raging Bolt:3 | Basic Box:1 | Mega Venusaur:4 | Tera Box:3,ptcg::archetype::ogerpon_meganium ptcg::archetype::raging_bolt ptcg::archetype::basic_box ptcg::archetype::mega_venusaur ptcg::archetype::tera_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/25,,,unresolved_print_locator
ASC-181,top10_core,ASC,181,True,3,21,Alakazam | Mega Greninja | Festival Lead | Mega Lopunny | Hop's Trevenant | Metagross | Marnie's Grimmsnarl | Okidogi | Mega Venusaur | Flareon | Doublade | Toxtricity | Eelektrik | Bloodmoon Ursaluna | Decidueye | Mega Froslass | Bronzong | Palafin | Froslass Munkidori | Hydreigon | Mega Charizard X,3 | 8 | 13 | 16 | 18 | 22 | 24 | 29 | 30 | 33 | 34 | 35 | 36 | 37 | 41 | 42 | 44 | 46 | 48 | 49 | 50,Alakazam:1 | Mega Greninja:1 | Festival Lead:1 | Mega Lopunny:3 | Hop's Trevenant:1 | Metagross:1 | Marnie's Grimmsnarl:1 | Okidogi:2 | Mega Venusaur:1 | Flareon:1 | Doublade:2 | Toxtricity:2 | Eelektrik:2 | Bloodmoon Ursaluna:2 | Decidueye:1 | Mega Froslass:1 | Bronzong:1 | Palafin:2 | Froslass Munkidori:1 | Hydreigon:1 | Mega Charizard X:2,ptcg::archetype::alakazam ptcg::archetype::mega_greninja ptcg::archetype::festival_lead ptcg::archetype::mega_lopunny ptcg::archetype::hop_s_trevenant ptcg::archetype::metagross ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::okidogi ptcg::archetype::mega_venusaur ptcg::archetype::flareon ptcg::archetype::doublade ptcg::archetype::toxtricity ptcg::archetype::eelektrik ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::decidueye ptcg::archetype::mega_froslass ptcg::archetype::bronzong ptcg::archetype::palafin ptcg::archetype::froslass_munkidori ptcg::archetype::hydreigon ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/181,,,unresolved_print_locator
ASC-197,top10_core,ASC,197,True,3,3,Alakazam | Kangaskhan Bouffalant | Froslass Munkidori,3 | 28 | 48,Alakazam:4 | Kangaskhan Bouffalant:3 | Froslass Munkidori:2,ptcg::archetype::alakazam ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/197,,,unresolved_print_locator
BLK-40,top10_core,BLK,40,True,3,2,Alakazam | Bronzong,3 | 44,Alakazam:1 | Bronzong:1,ptcg::archetype::alakazam ptcg::archetype::bronzong ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/BLK/40,,,unresolved_print_locator
DRI-10,top10_core,DRI,10,True,3,12,Alakazam | Festival Lead | Cynthia's Garchomp | Hop's Trevenant | Ethan's Typhlosion | Greninja | Metagross | Mega Venusaur | Doublade | Bloodmoon Ursaluna | Mega Froslass | Mega Charizard X,3 | 13 | 17 | 18 | 19 | 20 | 22 | 30 | 34 | 37 | 42 | 50,Alakazam:1 | Festival Lead:1 | Cynthia's Garchomp:1 | Hop's Trevenant:1 | Ethan's Typhlosion:1 | Greninja:1 | Metagross:1 | Mega Venusaur:1 | Doublade:1 | Bloodmoon Ursaluna:1 | Mega Froslass:1 | Mega Charizard X:1,ptcg::archetype::alakazam ptcg::archetype::festival_lead ptcg::archetype::cynthia_s_garchomp ptcg::archetype::hop_s_trevenant ptcg::archetype::ethan_s_typhlosion ptcg::archetype::greninja ptcg::archetype::metagross ptcg::archetype::mega_venusaur ptcg::archetype::doublade ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::mega_froslass ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/10,,,unresolved_print_locator
DRI-168,top10_core,DRI,168,True,3,4,Alakazam | Beedrill | Rocket's Spidops | Decidueye,3 | 12 | 40 | 41,Alakazam:1 | Beedrill:1 | Rocket's Spidops:1 | Decidueye:1,ptcg::archetype::alakazam ptcg::archetype::beedrill ptcg::archetype::rocket_s_spidops ptcg::archetype::decidueye ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/DRI/168,,,unresolved_print_locator
JTG-120,top10_core,JTG,120,True,3,9,Alakazam | Mega Lucario | Mega Greninja | Beedrill | Mega Lopunny | Archaludon | Decidueye | Mega Froslass | Palafin,3 | 7 | 8 | 12 | 16 | 25 | 41 | 42 | 46,Alakazam:3 | Mega Lucario:3 | Mega Greninja:2 | Beedrill:4 | Mega Lopunny:4 | Archaludon:3 | Decidueye:2 | Mega Froslass:2 | Palafin:2,ptcg::archetype::alakazam ptcg::archetype::mega_lucario ptcg::archetype::mega_greninja ptcg::archetype::beedrill ptcg::archetype::mega_lopunny ptcg::archetype::archaludon ptcg::archetype::decidueye ptcg::archetype::mega_froslass ptcg::archetype::palafin ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/120,,,unresolved_print_locator
MEG-125,top10_core,MEG,125,True,3,10,Alakazam | Mega Greninja | Cynthia's Garchomp | Ethan's Typhlosion | Greninja | Marnie's Grimmsnarl | Steven's Metagross | Mega Diancie | Hydreigon | Mega Charizard X,3 | 8 | 17 | 19 | 20 | 24 | 26 | 27 | 49 | 50,Alakazam:3 | Mega Greninja:3 | Cynthia's Garchomp:1 | Ethan's Typhlosion:2 | Greninja:2 | Marnie's Grimmsnarl:2 | Steven's Metagross:3 | Mega Diancie:1 | Hydreigon:2 | Mega Charizard X:3,ptcg::archetype::alakazam ptcg::archetype::mega_greninja ptcg::archetype::cynthia_s_garchomp ptcg::archetype::ethan_s_typhlosion ptcg::archetype::greninja ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::steven_s_metagross ptcg::archetype::mega_diancie ptcg::archetype::hydreigon ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/125,,,unresolved_print_locator
MEG-54,top10_core,MEG,54,True,3,1,Alakazam,3,Alakazam:4,ptcg::archetype::alakazam ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/54,,,unresolved_print_locator
MEG-55,top10_core,MEG,55,True,3,1,Alakazam,3,Alakazam:4,ptcg::archetype::alakazam ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/55,,,unresolved_print_locator
MEG-56,top10_core,MEG,56,True,3,1,Alakazam,3,Alakazam:3,ptcg::archetype::alakazam ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/56,,,unresolved_print_locator
POR-88,top10_core,POR,88,True,3,6,Alakazam | Slowking | Hop's Trevenant | Lillie's Clefairy | Mega Diancie | Bronzong,3 | 6 | 18 | 21 | 27 | 44,Alakazam:4 | Slowking:4 | Hop's Trevenant:4 | Lillie's Clefairy:1 | Mega Diancie:4 | Bronzong:3,ptcg::archetype::alakazam ptcg::archetype::slowking ptcg::archetype::hop_s_trevenant ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_diancie ptcg::archetype::bronzong ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/POR/88,,,unresolved_print_locator
SFA-40,top10_core,SFA,40,True,3,2,Alakazam | Bloodmoon Ursaluna,3 | 37,Alakazam:1 | Bloodmoon Ursaluna:1,ptcg::archetype::alakazam ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SFA/40,,,unresolved_print_locator
SSP-191,top10_core,SSP,191,True,3,2,Alakazam | Mega Lopunny,3 | 16,Alakazam:1 | Mega Lopunny:1,ptcg::archetype::alakazam ptcg::archetype::mega_lopunny ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SSP/191,,,unresolved_print_locator
SSP-87,top10_core,SSP,87,True,3,2,Alakazam | Sylveon,3 | 47,Alakazam:1 | Sylveon:1,ptcg::archetype::alakazam ptcg::archetype::sylveon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SSP/87,,,unresolved_print_locator
TEF-129,top10_core,TEF,129,True,3,10,Alakazam | Mega Lucario | Mega Greninja | Beedrill | Mega Starmie | Mega Lopunny | Archaludon | Decidueye | Mega Froslass | Palafin,3 | 7 | 8 | 12 | 15 | 16 | 25 | 41 | 42 | 46,Alakazam:3 | Mega Lucario:2 | Mega Greninja:2 | Beedrill:3 | Mega Starmie:2 | Mega Lopunny:3 | Archaludon:3 | Decidueye:2 | Mega Froslass:2 | Palafin:2,ptcg::archetype::alakazam ptcg::archetype::mega_lucario ptcg::archetype::mega_greninja ptcg::archetype::beedrill ptcg::archetype::mega_starmie ptcg::archetype::mega_lopunny ptcg::archetype::archaludon ptcg::archetype::decidueye ptcg::archetype::mega_froslass ptcg::archetype::palafin ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TEF/129,,,unresolved_print_locator
TWM-148,top10_core,TWM,148,True,3,1,Alakazam,3,Alakazam:2,ptcg::archetype::alakazam ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/148,,,unresolved_print_locator
TWM-158,top10_core,TWM,158,True,3,4,Alakazam | Slowking | Rocket's Mewtwo | Bronzong,3 | 6 | 14 | 44,Alakazam:1 | Slowking:1 | Rocket's Mewtwo:2 | Bronzong:1,ptcg::archetype::alakazam ptcg::archetype::slowking ptcg::archetype::rocket_s_mewtwo ptcg::archetype::bronzong ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/158,,,unresolved_print_locator
WHT-84,top10_core,WHT,84,True,3,17,Alakazam | Mega Lucario | Mega Greninja | Crustle | Mega Starmie | Mega Lopunny | Cynthia's Garchomp | Greninja | Archaludon | Flareon | Doublade | Mega Froslass | Bronzong | Palafin | Sylveon | Froslass Munkidori | Hydreigon,3 | 7 | 8 | 11 | 15 | 16 | 17 | 20 | 25 | 33 | 34 | 42 | 44 | 46 | 47 | 48 | 49,Alakazam:3 | Mega Lucario:2 | Mega Greninja:3 | Crustle:2 | Mega Starmie:2 | Mega Lopunny:2 | Cynthia's Garchomp:2 | Greninja:3 | Archaludon:1 | Flareon:1 | Doublade:3 | Mega Froslass:2 | Bronzong:1 | Palafin:3 | Sylveon:1 | Froslass Munkidori:3 | Hydreigon:3,ptcg::archetype::alakazam ptcg::archetype::mega_lucario ptcg::archetype::mega_greninja ptcg::archetype::crustle ptcg::archetype::mega_starmie ptcg::archetype::mega_lopunny ptcg::archetype::cynthia_s_garchomp ptcg::archetype::greninja ptcg::archetype::archaludon ptcg::archetype::flareon ptcg::archetype::doublade ptcg::archetype::mega_froslass ptcg::archetype::bronzong ptcg::archetype::palafin ptcg::archetype::sylveon ptcg::archetype::froslass_munkidori ptcg::archetype::hydreigon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/WHT/84,,,unresolved_print_locator
ASC-136,top10_core,ASC,136,True,4,2,N's Zoroark | Eelektrik,4 | 36,N's Zoroark:4 | Eelektrik:1,ptcg::archetype::n_s_zoroark ptcg::archetype::eelektrik ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/136,,,unresolved_print_locator
ASC-137,top10_core,ASC,137,True,4,2,N's Zoroark | Eelektrik,4 | 36,N's Zoroark:4 | Eelektrik:1,ptcg::archetype::n_s_zoroark ptcg::archetype::eelektrik ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/137,,,unresolved_print_locator
ASC-155,top10_core,ASC,155,True,4,1,N's Zoroark,4,N's Zoroark:2,ptcg::archetype::n_s_zoroark ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/155,,,unresolved_print_locator
ASC-195,top10_core,ASC,195,True,4,1,N's Zoroark,4,N's Zoroark:3,ptcg::archetype::n_s_zoroark ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/195,,,unresolved_print_locator
ASC-32,top10_core,ASC,32,True,4,1,N's Zoroark,4,N's Zoroark:1,ptcg::archetype::n_s_zoroark ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/32,,,unresolved_print_locator
ASC-33,top10_core,ASC,33,True,4,1,N's Zoroark,4,N's Zoroark:1,ptcg::archetype::n_s_zoroark ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/33,,,unresolved_print_locator
CRI-83,top10_core,CRI,83,True,4,2,N's Zoroark | Mega Absol Box,4 | 32,N's Zoroark:4 | Mega Absol Box:4,ptcg::archetype::n_s_zoroark ptcg::archetype::mega_absol_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/CRI/83,,,unresolved_print_locator
JTG-143,top10_core,JTG,143,True,4,5,N's Zoroark | Ethan's Typhlosion | Archaludon | Flareon | Palafin,4 | 19 | 25 | 33 | 46,N's Zoroark:1 | Ethan's Typhlosion:1 | Archaludon:1 | Flareon:1 | Palafin:1,ptcg::archetype::n_s_zoroark ptcg::archetype::ethan_s_typhlosion ptcg::archetype::archaludon ptcg::archetype::flareon ptcg::archetype::palafin ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/143,,,unresolved_print_locator
JTG-152,top10_core,JTG,152,True,4,1,N's Zoroark,4,N's Zoroark:2,ptcg::archetype::n_s_zoroark ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/152,,,unresolved_print_locator
JTG-157,top10_core,JTG,157,True,4,1,N's Zoroark,4,N's Zoroark:1,ptcg::archetype::n_s_zoroark ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/JTG/157,,,unresolved_print_locator
MEG-88,top10_core,MEG,88,True,4,6,N's Zoroark | Basic Box | Marnie's Grimmsnarl | Mega Absol Box | Mega Sharpedo | Froslass Munkidori,4 | 9 | 24 | 32 | 39 | 48,N's Zoroark:1 | Basic Box:1 | Marnie's Grimmsnarl:1 | Mega Absol Box:2 | Mega Sharpedo:1 | Froslass Munkidori:1,ptcg::archetype::n_s_zoroark ptcg::archetype::basic_box ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_absol_box ptcg::archetype::mega_sharpedo ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/88,,,unresolved_print_locator
PRE-95,top10_core,PRE,95,True,4,2,N's Zoroark | Mega Sharpedo,4 | 39,N's Zoroark:2 | Mega Sharpedo:2,ptcg::archetype::n_s_zoroark ptcg::archetype::mega_sharpedo ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/PRE/95,,,unresolved_print_locator
SFA-39,top10_core,SFA,39,True,4,5,N's Zoroark | Basic Box | Mega Absol Box | Toxtricity | Mega Sharpedo,4 | 9 | 32 | 35 | 39,N's Zoroark:1 | Basic Box:1 | Mega Absol Box:1 | Toxtricity:1 | Mega Sharpedo:2,ptcg::archetype::n_s_zoroark ptcg::archetype::basic_box ptcg::archetype::mega_absol_box ptcg::archetype::toxtricity ptcg::archetype::mega_sharpedo ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SFA/39,,,unresolved_print_locator
SSP-170,top10_core,SSP,170,True,4,6,N's Zoroark | Raging Bolt | Basic Box | Lillie's Clefairy | Tera Box | Flareon,4 | 5 | 9 | 21 | 31 | 33,N's Zoroark:2 | Raging Bolt:2 | Basic Box:1 | Lillie's Clefairy:1 | Tera Box:1 | Flareon:1,ptcg::archetype::n_s_zoroark ptcg::archetype::raging_bolt ptcg::archetype::basic_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::tera_box ptcg::archetype::flareon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SSP/170,,,unresolved_print_locator
TWM-131,top10_core,TWM,131,True,4,3,N's Zoroark | Marnie's Grimmsnarl | Mega Sharpedo,4 | 24 | 39,N's Zoroark:1 | Marnie's Grimmsnarl:1 | Mega Sharpedo:2,ptcg::archetype::n_s_zoroark ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_sharpedo ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/131,,,unresolved_print_locator
TWM-163,top10_core,TWM,163,True,4,11,N's Zoroark | Slowking | Festival Lead | Hop's Trevenant | Ethan's Typhlosion | Marnie's Grimmsnarl | Mega Diancie | Toxtricity | Bloodmoon Ursaluna | Rocket's Spidops | Bronzong,4 | 6 | 13 | 18 | 19 | 24 | 27 | 35 | 37 | 40 | 44,N's Zoroark:1 | Slowking:1 | Festival Lead:1 | Hop's Trevenant:1 | Ethan's Typhlosion:1 | Marnie's Grimmsnarl:1 | Mega Diancie:1 | Toxtricity:1 | Bloodmoon Ursaluna:1 | Rocket's Spidops:1 | Bronzong:1,ptcg::archetype::n_s_zoroark ptcg::archetype::slowking ptcg::archetype::festival_lead ptcg::archetype::hop_s_trevenant ptcg::archetype::ethan_s_typhlosion ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_diancie ptcg::archetype::toxtricity ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::rocket_s_spidops ptcg::archetype::bronzong ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/TWM/163,,,unresolved_print_locator
ASC-189,top10_core,ASC,189,True,5,4,Raging Bolt | Tera Box | Flareon | Hydreigon,5 | 31 | 33 | 49,Raging Bolt:2 | Tera Box:1 | Flareon:1 | Hydreigon:1,ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::archetype::flareon ptcg::archetype::hydreigon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/189,,,unresolved_print_locator
ASC-76,top10_core,ASC,76,True,5,15,Raging Bolt | Slowking | Basic Box | Rocket's Mewtwo | Hop's Trevenant | Lillie's Clefairy | Steven's Metagross | Mega Diancie | Kangaskhan Bouffalant | Tera Box | Flareon | Mega Manectric | Rocket's Spidops | Bronzong | Joltik Box,5 | 6 | 9 | 14 | 18 | 21 | 26 | 27 | 28 | 31 | 33 | 38 | 40 | 44 | 45,Raging Bolt:1 | Slowking:1 | Basic Box:2 | Rocket's Mewtwo:1 | Hop's Trevenant:1 | Lillie's Clefairy:4 | Steven's Metagross:2 | Mega Diancie:2 | Kangaskhan Bouffalant:1 | Tera Box:2 | Flareon:2 | Mega Manectric:1 | Rocket's Spidops:1 | Bronzong:1 | Joltik Box:2,ptcg::archetype::raging_bolt ptcg::archetype::slowking ptcg::archetype::basic_box ptcg::archetype::rocket_s_mewtwo ptcg::archetype::hop_s_trevenant ptcg::archetype::lillie_s_clefairy ptcg::archetype::steven_s_metagross ptcg::archetype::mega_diancie ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::tera_box ptcg::archetype::flareon ptcg::archetype::mega_manectric ptcg::archetype::rocket_s_spidops ptcg::archetype::bronzong ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/ASC/76,,,unresolved_print_locator
MEE-3,top10_core,MEE,3,True,5,17,Raging Bolt | Mega Greninja | Basic Box | Mega Starmie | Greninja | Lillie's Clefairy | Tera Box | Flareon | Eelektrik | Mega Manectric | Mega Froslass | Mega Abomasnow | Bronzong | Joltik Box | Palafin | Sylveon | Froslass Munkidori,5 | 8 | 9 | 15 | 20 | 21 | 31 | 33 | 36 | 38 | 42 | 43 | 44 | 45 | 46 | 47 | 48,Raging Bolt:1 | Mega Greninja:7 | Basic Box:1 | Mega Starmie:4 | Greninja:6 | Lillie's Clefairy:2 | Tera Box:1 | Flareon:2 | Eelektrik:5 | Mega Manectric:2 | Mega Froslass:4 | Mega Abomasnow:30 | Bronzong:2 | Joltik Box:2 | Palafin:4 | Sylveon:1 | Froslass Munkidori:3,ptcg::archetype::raging_bolt ptcg::archetype::mega_greninja ptcg::archetype::basic_box ptcg::archetype::mega_starmie ptcg::archetype::greninja ptcg::archetype::lillie_s_clefairy ptcg::archetype::tera_box ptcg::archetype::flareon ptcg::archetype::eelektrik ptcg::archetype::mega_manectric ptcg::archetype::mega_froslass ptcg::archetype::mega_abomasnow ptcg::archetype::bronzong ptcg::archetype::joltik_box ptcg::archetype::palafin ptcg::archetype::sylveon ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEE/3,,,unresolved_print_locator
MEE-4,top10_core,MEE,4,True,5,6,Raging Bolt | Tera Box | Flareon | Eelektrik | Mega Manectric | Joltik Box,5 | 31 | 33 | 36 | 38 | 45,Raging Bolt:2 | Tera Box:2 | Flareon:1 | Eelektrik:5 | Mega Manectric:5 | Joltik Box:4,ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::archetype::flareon ptcg::archetype::eelektrik ptcg::archetype::mega_manectric ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEE/4,,,unresolved_print_locator
MEE-6,top10_core,MEE,6,True,5,9,Raging Bolt | Mega Lucario | Basic Box | Cynthia's Garchomp | Lillie's Clefairy | Ceruledge | Okidogi | Tera Box | Bloodmoon Ursaluna,5 | 7 | 9 | 17 | 21 | 23 | 29 | 31 | 37,Raging Bolt:2 | Mega Lucario:8 | Basic Box:1 | Cynthia's Garchomp:4 | Lillie's Clefairy:2 | Ceruledge:14 | Okidogi:9 | Tera Box:2 | Bloodmoon Ursaluna:7,ptcg::archetype::raging_bolt ptcg::archetype::mega_lucario ptcg::archetype::basic_box ptcg::archetype::cynthia_s_garchomp ptcg::archetype::lillie_s_clefairy ptcg::archetype::ceruledge ptcg::archetype::okidogi ptcg::archetype::tera_box ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEE/6,,,unresolved_print_locator
MEG-104,top10_core,MEG,104,True,5,9,Raging Bolt | Slowking | Basic Box | Crustle | Lillie's Clefairy | Kangaskhan Bouffalant | Mega Venusaur | Tera Box | Mega Absol Box,5 | 6 | 9 | 11 | 21 | 28 | 30 | 31 | 32,Raging Bolt:3 | Slowking:3 | Basic Box:4 | Crustle:4 | Lillie's Clefairy:4 | Kangaskhan Bouffalant:2 | Mega Venusaur:1 | Tera Box:2 | Mega Absol Box:2,ptcg::archetype::raging_bolt ptcg::archetype::slowking ptcg::archetype::basic_box ptcg::archetype::crustle ptcg::archetype::lillie_s_clefairy ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_venusaur ptcg::archetype::tera_box ptcg::archetype::mega_absol_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/104,,,unresolved_print_locator
MEG-115,top10_core,MEG,115,True,5,11,Raging Bolt | Basic Box | Rocket's Mewtwo | Marnie's Grimmsnarl | Tera Box | Mega Absol Box | Flareon | Toxtricity | Bloodmoon Ursaluna | Rocket's Spidops | Hydreigon,5 | 9 | 14 | 24 | 31 | 32 | 33 | 35 | 37 | 40 | 49,Raging Bolt:4 | Basic Box:3 | Rocket's Mewtwo:1 | Marnie's Grimmsnarl:1 | Tera Box:2 | Mega Absol Box:1 | Flareon:1 | Toxtricity:2 | Bloodmoon Ursaluna:2 | Rocket's Spidops:1 | Hydreigon:1,ptcg::archetype::raging_bolt ptcg::archetype::basic_box ptcg::archetype::rocket_s_mewtwo ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::tera_box ptcg::archetype::mega_absol_box ptcg::archetype::flareon ptcg::archetype::toxtricity ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::rocket_s_spidops ptcg::archetype::hydreigon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/MEG/115,,,unresolved_print_locator
SCR-131,top10_core,SCR,131,True,5,7,Raging Bolt | Basic Box | Lillie's Clefairy | Tera Box | Flareon | Joltik Box | Hydreigon,5 | 9 | 21 | 31 | 33 | 45 | 49,Raging Bolt:4 | Basic Box:4 | Lillie's Clefairy:4 | Tera Box:3 | Flareon:2 | Joltik Box:2 | Hydreigon:2,ptcg::archetype::raging_bolt ptcg::archetype::basic_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::tera_box ptcg::archetype::flareon ptcg::archetype::joltik_box ptcg::archetype::hydreigon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SCR/131,,,unresolved_print_locator
SSP-111,top10_core,SSP,111,True,5,2,Raging Bolt | Tera Box,5 | 31,Raging Bolt:1 | Tera Box:1,ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,https://limitlesstcg.com/cards/SSP/111,,,unresolved_print_locator
