rank,archetype,combined_archetype_entries,representative_player,quantity,set_code,collector_number,raw_locator,top10,limitless_card_url,archetype_tag,meta_tag_top50,meta_tag_top10
11,Crustle,155,Rahul Reddy,4,POR,86,POR-86,False,https://limitlesstcg.com/cards/POR/86,ptcg::archetype::crustle,ptcg::meta::2026_06::top50,
11,Crustle,155,Rahul Reddy,4,TEF,161,TEF-161,False,https://limitlesstcg.com/cards/TEF/161,ptcg::archetype::crustle,ptcg::meta::2026_06::top50,
11,Crustle,155,Rahul Reddy,1,MEE,1,MEE-1,False,https://limitlesstcg.com/cards/MEE/1,ptcg::archetype::crustle,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,4,CRI,1,CRI-1,False,https://limitlesstcg.com/cards/CRI/1,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,4,CRI,2,CRI-2,False,https://limitlesstcg.com/cards/CRI/2,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,4,CRI,3,CRI-3,False,https://limitlesstcg.com/cards/CRI/3,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,4,JTG,120,JTG-120,False,https://limitlesstcg.com/cards/JTG/120,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,3,TEF,129,TEF-129,False,https://limitlesstcg.com/cards/TEF/129,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,1,SSP,56,SSP-56,False,https://limitlesstcg.com/cards/SSP/56,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,1,ASC,171,ASC-171,False,https://limitlesstcg.com/cards/ASC/171,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,1,ASC,142,ASC-142,False,https://limitlesstcg.com/cards/ASC/142,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,3,PFL,87,PFL-87,False,https://limitlesstcg.com/cards/PFL/87,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,2,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,4,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,4,ASC,184,ASC-184,False,https://limitlesstcg.com/cards/ASC/184,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,4,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,3,TWM,143,TWM-143,False,https://limitlesstcg.com/cards/TWM/143,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,1,TWM,152,TWM-152,False,https://limitlesstcg.com/cards/TWM/152,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,1,JTG,156,JTG-156,False,https://limitlesstcg.com/cards/JTG/156,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,1,DRI,168,DRI-168,False,https://limitlesstcg.com/cards/DRI/168,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,1,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,1,CRI,82,CRI-82,False,https://limitlesstcg.com/cards/CRI/82,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,4,MEG,117,MEG-117,False,https://limitlesstcg.com/cards/MEG/117,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
12,Beedrill,143,Michael Ginchereau,5,MEE,1,MEE-1,False,https://limitlesstcg.com/cards/MEE/1,ptcg::archetype::beedrill,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,4,TWM,14,TWM-14,False,https://limitlesstcg.com/cards/TWM/14,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,4,TWM,15,TWM-15,False,https://limitlesstcg.com/cards/TWM/15,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,TWM,16,TWM-16,False,https://limitlesstcg.com/cards/TWM/16,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,3,TWM,17,TWM-17,False,https://limitlesstcg.com/cards/TWM/17,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,TWM,126,TWM-126,False,https://limitlesstcg.com/cards/TWM/126,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,4,TWM,18,TWM-18,False,https://limitlesstcg.com/cards/TWM/18,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,BLK,6,BLK-6,False,https://limitlesstcg.com/cards/BLK/6,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,JTG,7,JTG-7,False,https://limitlesstcg.com/cards/JTG/7,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,TWM,44,TWM-44,False,https://limitlesstcg.com/cards/TWM/44,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,PRE,21,PRE-21,False,https://limitlesstcg.com/cards/PRE/21,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,DRI,10,DRI-10,False,https://limitlesstcg.com/cards/DRI/10,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,ASC,39,ASC-39,False,https://limitlesstcg.com/cards/ASC/39,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,2,TWM,154,TWM-154,False,https://limitlesstcg.com/cards/TWM/154,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,2,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,TWM,155,TWM-155,False,https://limitlesstcg.com/cards/TWM/155,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,PFL,87,PFL-87,False,https://limitlesstcg.com/cards/PFL/87,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,SSP,174,SSP-174,False,https://limitlesstcg.com/cards/SSP/174,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,4,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,4,ASC,184,ASC-184,False,https://limitlesstcg.com/cards/ASC/184,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,4,TWM,143,TWM-143,False,https://limitlesstcg.com/cards/TWM/143,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,2,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,TWM,163,TWM-163,False,https://limitlesstcg.com/cards/TWM/163,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,2,WHT,80,WHT-80,False,https://limitlesstcg.com/cards/WHT/80,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,1,ASC,181,ASC-181,False,https://limitlesstcg.com/cards/ASC/181,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,3,TWM,149,TWM-149,False,https://limitlesstcg.com/cards/TWM/149,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
13,Festival Lead,131,Leighton Catton,5,MEE,1,MEE-1,False,https://limitlesstcg.com/cards/MEE/1,ptcg::archetype::festival_lead,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,4,ASC,18,ASC-18,False,https://limitlesstcg.com/cards/ASC/18,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,4,ASC,19,ASC-19,False,https://limitlesstcg.com/cards/ASC/19,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,2,ASC,79,ASC-79,False,https://limitlesstcg.com/cards/ASC/79,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,2,ASC,97,ASC-97,False,https://limitlesstcg.com/cards/ASC/97,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,2,DRI,51,DRI-51,False,https://limitlesstcg.com/cards/DRI/51,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,1,ASC,76,ASC-76,False,https://limitlesstcg.com/cards/ASC/76,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,4,ASC,202,ASC-202,False,https://limitlesstcg.com/cards/ASC/202,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,3,ASC,204,ASC-204,False,https://limitlesstcg.com/cards/ASC/204,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,2,ASC,208,ASC-208,False,https://limitlesstcg.com/cards/ASC/208,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,1,ASC,207,ASC-207,False,https://limitlesstcg.com/cards/ASC/207,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,4,ASC,209,ASC-209,False,https://limitlesstcg.com/cards/ASC/209,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,4,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,3,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,2,TWM,143,TWM-143,False,https://limitlesstcg.com/cards/TWM/143,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,1,MEG,115,MEG-115,False,https://limitlesstcg.com/cards/MEG/115,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,2,TWM,158,TWM-158,False,https://limitlesstcg.com/cards/TWM/158,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,1,TEF,154,TEF-154,False,https://limitlesstcg.com/cards/TEF/154,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,2,CRI,80,CRI-80,False,https://limitlesstcg.com/cards/CRI/80,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,1,ASC,203,ASC-203,False,https://limitlesstcg.com/cards/ASC/203,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,6,MEE,1,MEE-1,False,https://limitlesstcg.com/cards/MEE/1,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,4,ASC,217,ASC-217,False,https://limitlesstcg.com/cards/ASC/217,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
14,Rocket's Mewtwo,130,Juho Kallama,1,MEE,5,MEE-5,False,https://limitlesstcg.com/cards/MEE/5,ptcg::archetype::rocket_s_mewtwo,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,4,ASC,46,ASC-46,False,https://limitlesstcg.com/cards/ASC/46,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,3,TWM,53,TWM-53,False,https://limitlesstcg.com/cards/TWM/53,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,1,ASC,47,ASC-47,False,https://limitlesstcg.com/cards/ASC/47,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,1,TWM,52,TWM-52,False,https://limitlesstcg.com/cards/TWM/52,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,3,ASC,99,ASC-99,False,https://limitlesstcg.com/cards/ASC/99,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,2,TEF,128,TEF-128,False,https://limitlesstcg.com/cards/TEF/128,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,2,TEF,129,TEF-129,False,https://limitlesstcg.com/cards/TEF/129,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,2,POR,20,POR-20,False,https://limitlesstcg.com/cards/POR/20,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,2,POR,21,POR-21,False,https://limitlesstcg.com/cards/POR/21,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,1,POR,62,POR-62,False,https://limitlesstcg.com/cards/POR/62,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,1,ASC,16,ASC-16,False,https://limitlesstcg.com/cards/ASC/16,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,3,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,2,WHT,84,WHT-84,False,https://limitlesstcg.com/cards/WHT/84,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,2,PRE,115,PRE-115,False,https://limitlesstcg.com/cards/PRE/115,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,1,MEG,132,MEG-132,False,https://limitlesstcg.com/cards/MEG/132,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,1,TEF,160,TEF-160,False,https://limitlesstcg.com/cards/TEF/160,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,1,SCR,133,SCR-133,False,https://limitlesstcg.com/cards/SCR/133,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,4,ASC,184,ASC-184,False,https://limitlesstcg.com/cards/ASC/184,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,4,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,4,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,1,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,2,MEG,127,MEG-127,False,https://limitlesstcg.com/cards/MEG/127,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,4,MEE,3,MEE-3,False,https://limitlesstcg.com/cards/MEE/3,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,3,MEE,7,MEE-7,False,https://limitlesstcg.com/cards/MEE/7,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,1,TWM,167,TWM-167,False,https://limitlesstcg.com/cards/TWM/167,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
15,Mega Starmie,121,Benjamin Griffiths,1,WHT,86,WHT-86,False,https://limitlesstcg.com/cards/WHT/86,ptcg::archetype::mega_starmie,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,4,JTG,120,JTG-120,False,https://limitlesstcg.com/cards/JTG/120,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,3,TEF,129,TEF-129,False,https://limitlesstcg.com/cards/TEF/129,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,1,JTG,121,JTG-121,False,https://limitlesstcg.com/cards/JTG/121,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,3,PFL,83,PFL-83,False,https://limitlesstcg.com/cards/PFL/83,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,3,PFL,84,PFL-84,False,https://limitlesstcg.com/cards/PFL/84,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,1,ASC,39,ASC-39,False,https://limitlesstcg.com/cards/ASC/39,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,1,ASC,171,ASC-171,False,https://limitlesstcg.com/cards/ASC/171,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,1,TWM,80,TWM-80,False,https://limitlesstcg.com/cards/TWM/80,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,1,PFL,14,PFL-14,False,https://limitlesstcg.com/cards/PFL/14,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,4,MEG,132,MEG-132,False,https://limitlesstcg.com/cards/MEG/132,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,4,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,2,WHT,84,WHT-84,False,https://limitlesstcg.com/cards/WHT/84,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,4,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,4,ASC,184,ASC-184,False,https://limitlesstcg.com/cards/ASC/184,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,4,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,3,SVI,186,SVI-186,False,https://limitlesstcg.com/cards/SVI/186,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,1,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,3,ASC,181,ASC-181,False,https://limitlesstcg.com/cards/ASC/181,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,3,PFL,85,PFL-85,False,https://limitlesstcg.com/cards/PFL/85,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,4,TEF,161,TEF-161,False,https://limitlesstcg.com/cards/TEF/161,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,1,SSP,191,SSP-191,False,https://limitlesstcg.com/cards/SSP/191,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
16,Mega Lopunny,106,Joseph Mandil,1,MEE,2,MEE-2,False,https://limitlesstcg.com/cards/MEE/2,ptcg::archetype::mega_lopunny,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,4,ASC,109,ASC-109,False,https://limitlesstcg.com/cards/ASC/109,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,4,ASC,110,ASC-110,False,https://limitlesstcg.com/cards/ASC/110,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,3,ASC,111,ASC-111,False,https://limitlesstcg.com/cards/ASC/111,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,4,DRI,7,DRI-7,False,https://limitlesstcg.com/cards/DRI/7,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,3,DRI,8,DRI-8,False,https://limitlesstcg.com/cards/DRI/8,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,1,ASC,133,ASC-133,False,https://limitlesstcg.com/cards/ASC/133,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,1,DRI,10,DRI-10,False,https://limitlesstcg.com/cards/DRI/10,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,4,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,2,WHT,84,WHT-84,False,https://limitlesstcg.com/cards/WHT/84,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,1,POR,76,POR-76,False,https://limitlesstcg.com/cards/POR/76,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,3,ASC,184,ASC-184,False,https://limitlesstcg.com/cards/ASC/184,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,3,MEG,116,MEG-116,False,https://limitlesstcg.com/cards/MEG/116,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,3,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,2,MEG,124,MEG-124,False,https://limitlesstcg.com/cards/MEG/124,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,2,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,2,SVI,186,SVI-186,False,https://limitlesstcg.com/cards/SVI/186,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,1,MEG,125,MEG-125,False,https://limitlesstcg.com/cards/MEG/125,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,1,MEG,130,MEG-130,False,https://limitlesstcg.com/cards/MEG/130,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,3,DRI,162,DRI-162,False,https://limitlesstcg.com/cards/DRI/162,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,1,ASC,210,ASC-210,False,https://limitlesstcg.com/cards/ASC/210,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,4,MEE,6,MEE-6,False,https://limitlesstcg.com/cards/MEE/6,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,3,POR,87,POR-87,False,https://limitlesstcg.com/cards/POR/87,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
17,Cynthia's Garchomp,103,Chloe Abbott,1,TEF,162,TEF-162,False,https://limitlesstcg.com/cards/TEF/162,ptcg::archetype::cynthia_s_garchomp,ptcg::meta::2026_06::top50,
