card_key,display_label,name,category,top10_core,top50,source_locator_count,source_locators,archetype_count,archetypes,anki_tags
Drakloak · ASC 159,Drakloak · ASC 159,Drakloak,Pokemon,True,True,1,ASC-159,3,Doublade | Dragapult | Ethan's Typhlosion,ptcg::archetype::doublade ptcg::archetype::dragapult ptcg::archetype::ethan_s_typhlosion ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Dratini · ASC 150,Dratini,Dratini,Pokemon,False,True,1,ASC-150,1,Eelektrik,ptcg::archetype::eelektrik ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Drayton · SSP 174,Drayton,Drayton,Trainer,False,True,1,SSP-174,1,Festival Lead,ptcg::archetype::festival_lead ptcg::card_type::trainer ptcg::meta::2026_06::top50
Dreepy · TWM 128,Dreepy,Dreepy,Pokemon,True,True,1,ASC-158,3,Doublade | Dragapult | Ethan's Typhlosion,ptcg::archetype::doublade ptcg::archetype::dragapult ptcg::archetype::ethan_s_typhlosion ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Drilbur · TEF 085,Drilbur · TEF 085,Drilbur,Pokemon,False,True,1,TEF-85,1,Ceruledge,ptcg::archetype::ceruledge ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Dudunsparce ex · JTG 121,Dudunsparce ex,Dudunsparce ex,Pokemon,True,True,1,JTG-121,4,Mega Greninja | Mega Lopunny | Mega Lucario | Palafin,ptcg::archetype::mega_greninja ptcg::archetype::mega_lopunny ptcg::archetype::mega_lucario ptcg::archetype::palafin ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Dudunsparce · TEF 129,Dudunsparce,Dudunsparce,Pokemon,True,True,1,TEF-129,10,Alakazam | Archaludon | Beedrill | Decidueye | Mega Froslass | Mega Greninja | Mega Lopunny | Mega Lucario | Mega Starmie | Palafin,ptcg::archetype::alakazam ptcg::archetype::archaludon ptcg::archetype::beedrill ptcg::archetype::decidueye ptcg::archetype::mega_froslass ptcg::archetype::mega_greninja ptcg::archetype::mega_lopunny ptcg::archetype::mega_lucario ptcg::archetype::mega_starmie ptcg::archetype::palafin ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Dunsparce · JTG 120,Dunsparce · JTG 120,Dunsparce,Pokemon,True,True,1,JTG-120,9,Alakazam | Archaludon | Beedrill | Decidueye | Mega Froslass | Mega Greninja | Mega Lopunny | Mega Lucario | Palafin,ptcg::archetype::alakazam ptcg::archetype::archaludon ptcg::archetype::beedrill ptcg::archetype::decidueye ptcg::archetype::mega_froslass ptcg::archetype::mega_greninja ptcg::archetype::mega_lopunny ptcg::archetype::mega_lucario ptcg::archetype::palafin ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Dunsparce · TEF 128,Dunsparce · PRE 079,Dunsparce,Pokemon,False,True,1,TEF-128,2,Mega Starmie | Palafin,ptcg::archetype::mega_starmie ptcg::archetype::palafin ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Duraludon · SCR 106,Duraludon · PRE 069,Duraludon,Pokemon,False,True,1,SCR-106,1,Archaludon,ptcg::archetype::archaludon ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Dusclops · SFA 019,Dusclops,Dusclops,Pokemon,True,True,1,PRE-36,3,Dragapult | Greninja | Mega Diancie,ptcg::archetype::dragapult ptcg::archetype::greninja ptcg::archetype::mega_diancie ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Dusk Ball · SSP 175,Dusk Ball,Dusk Ball,Trainer,False,True,1,SSP-175,1,Lillie's Clefairy,ptcg::archetype::lillie_s_clefairy ptcg::card_type::trainer ptcg::meta::2026_06::top50
Dusknoir · SFA 020,Dusknoir,Dusknoir,Pokemon,True,True,1,PRE-37,3,Dragapult | Greninja | Mega Diancie,ptcg::archetype::dragapult ptcg::archetype::greninja ptcg::archetype::mega_diancie ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Duskull · SFA 018,Duskull,Duskull,Pokemon,True,True,1,PRE-35,3,Dragapult | Greninja | Mega Diancie,ptcg::archetype::dragapult ptcg::archetype::greninja ptcg::archetype::mega_diancie ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Dwebble · DRI 011,Dwebble · DRI 011,Dwebble,Pokemon,False,True,1,DRI-11,1,Crustle,ptcg::archetype::crustle ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Eelektrik · ASC 060,Eelektrik · ASC 060,Eelektrik,Pokemon,False,True,1,ASC-60,1,Eelektrik,ptcg::archetype::eelektrik ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Eevee ex · SVP 174,Eevee ex,Eevee ex,Pokemon,False,True,1,PRE-75,1,Flareon,ptcg::archetype::flareon ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Eevee · SVP 173,Eevee · PRE 074,Eevee,Pokemon,False,True,1,SSP-143,1,Flareon,ptcg::archetype::flareon ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Eevee · TWM 135,Eevee · TWM 135,Eevee,Pokemon,False,True,1,TWM-135,1,Sylveon,ptcg::archetype::sylveon ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Electrike · MEG 049,Electrike · MEG 049,Electrike,Pokemon,False,True,1,MEG-49,1,Mega Manectric,ptcg::archetype::mega_manectric ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Elgyem · BLK 040,Elgyem · BLK 040,Elgyem,Pokemon,True,True,1,BLK-40,2,Alakazam | Bronzong,ptcg::archetype::alakazam ptcg::archetype::bronzong ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Empoleon ex · PFL 070,Empoleon ex,Empoleon ex,Pokemon,False,True,1,PFL-70,1,Steven's Metagross,ptcg::archetype::steven_s_metagross ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Energy Recycler · DRI 164,Energy Recycler,Energy Recycler,Trainer,False,True,1,DRI-164,3,Metagross | Steven's Metagross | Toxtricity,ptcg::archetype::metagross ptcg::archetype::steven_s_metagross ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top50
Energy Retrieval · SVI 171,Energy Retrieval,Energy Retrieval,Trainer,True,True,1,SVI-171,4,Bloodmoon Ursaluna | Mega Charizard X | Mega Greninja | Tera Box,ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::mega_charizard_x ptcg::archetype::mega_greninja ptcg::archetype::tera_box ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Energy Search · SVI 172,Energy Search,Energy Search,Trainer,False,True,1,POR-72,6,Hydreigon | Joltik Box | Kangaskhan Bouffalant | Mega Absol Box | Palafin | Tera Box,ptcg::archetype::hydreigon ptcg::archetype::joltik_box ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_absol_box ptcg::archetype::palafin ptcg::archetype::tera_box ptcg::card_type::trainer ptcg::meta::2026_06::top50
Energy Switch · SVI 173,Energy Switch,Energy Switch,Trainer,True,True,1,MEG-115,11,Basic Box | Bloodmoon Ursaluna | Flareon | Hydreigon | Marnie's Grimmsnarl | Mega Absol Box | Raging Bolt | Rocket's Mewtwo | Rocket's Spidops | Tera Box | Toxtricity,ptcg::archetype::basic_box ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::flareon ptcg::archetype::hydreigon ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_absol_box ptcg::archetype::raging_bolt ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::archetype::tera_box ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Enhanced Hammer · GRI 124,Enhanced Hammer,Enhanced Hammer,Trainer,True,True,1,TWM-148,1,Alakazam,ptcg::archetype::alakazam ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Enriching Energy · SSP 191,Enriching Energy,Enriching Energy,Energy,True,True,1,SSP-191,2,Alakazam | Mega Lopunny,ptcg::archetype::alakazam ptcg::archetype::mega_lopunny ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Eri · TEF 146,Eri,Eri,Trainer,False,True,1,TEF-146,1,Crustle,ptcg::archetype::crustle ptcg::card_type::trainer ptcg::meta::2026_06::top50
Espeon ex · PRE 034,Espeon ex · PRE 034,Espeon ex,Pokemon,False,True,1,PRE-34,1,Sylveon,ptcg::archetype::sylveon ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Ethan's Adventure · DRI 165,Ethan's Adventure,Ethan's Adventure,Trainer,False,True,1,DRI-165,1,Ethan's Typhlosion,ptcg::archetype::ethan_s_typhlosion ptcg::card_type::trainer ptcg::meta::2026_06::top50
Ethan's Cyndaquil · DRI 032,Ethan's Cyndaquil,Ethan's Cyndaquil,Pokemon,False,True,1,DRI-32,1,Ethan's Typhlosion,ptcg::archetype::ethan_s_typhlosion ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Ethan's Quilava · DRI 033,Ethan's Quilava,Ethan's Quilava,Pokemon,False,True,1,DRI-33,1,Ethan's Typhlosion,ptcg::archetype::ethan_s_typhlosion ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Ethan's Typhlosion · DRI 034,Ethan's Typhlosion,Ethan's Typhlosion,Pokemon,False,True,1,DRI-34,1,Ethan's Typhlosion,ptcg::archetype::ethan_s_typhlosion ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Explorer's Guidance · TEF 147,Explorer's Guidance,Explorer's Guidance,Trainer,False,True,1,TEF-147,1,Ceruledge,ptcg::archetype::ceruledge ptcg::card_type::trainer ptcg::meta::2026_06::top50
Fan Rotom · SCR 118,Fan Rotom,Fan Rotom,Pokemon,False,True,1,ASC-171,6,Archaludon | Beedrill | Flareon | Hydreigon | Mega Lopunny | Tera Box,ptcg::archetype::archaludon ptcg::archetype::beedrill ptcg::archetype::flareon ptcg::archetype::hydreigon ptcg::archetype::mega_lopunny ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Fennekin · CRI 011,Fennekin,Fennekin,Pokemon,False,True,1,CRI-11,1,Mega Charizard X,ptcg::archetype::mega_charizard_x ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Festival Grounds · TWM 149,Festival Grounds,Festival Grounds,Trainer,False,True,1,TWM-149,2,Crustle | Festival Lead,ptcg::archetype::crustle ptcg::archetype::festival_lead ptcg::card_type::trainer ptcg::meta::2026_06::top50
Fezandipiti ex · SFA 038,Fezandipiti ex,Fezandipiti ex,Pokemon,True,True,1,ASC-142,27,Alakazam | Archaludon | Basic Box | Beedrill | Bloodmoon Ursaluna | Decidueye | Doublade | Dragapult | Ethan's Typhlosion | Flareon | Greninja | Hydreigon | Joltik Box | Lillie's Clefairy | Mega Absol Box | Mega Charizard X | Mega Diancie | Mega Greninja | Mega Manectric | Mega Venusaur | Metagross | N's Zoroark | Ogerpon Meganium | Raging Bolt | Slowking | Tera Box | Toxtricity,ptcg::archetype::alakazam ptcg::archetype::archaludon ptcg::archetype::basic_box ptcg::archetype::beedrill ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::decidueye ptcg::archetype::doublade ptcg::archetype::dragapult ptcg::archetype::ethan_s_typhlosion ptcg::archetype::flareon ptcg::archetype::greninja ptcg::archetype::hydreigon ptcg::archetype::joltik_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_absol_box ptcg::archetype::mega_charizard_x ptcg::archetype::mega_diancie ptcg::archetype::mega_greninja ptcg::archetype::mega_manectric ptcg::archetype::mega_venusaur ptcg::archetype::metagross ptcg::archetype::n_s_zoroark ptcg::archetype::ogerpon_meganium ptcg::archetype::raging_bolt ptcg::archetype::slowking ptcg::archetype::tera_box ptcg::archetype::toxtricity ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Fezandipiti · TWM 096,Fezandipiti,Fezandipiti,Pokemon,False,True,1,TWM-96,1,Sylveon,ptcg::archetype::sylveon ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Fighting Energy · BS 97,Fighting Energy,Fighting Energy,Energy,True,True,1,MEE-6,9,Basic Box | Bloodmoon Ursaluna | Ceruledge | Cynthia's Garchomp | Lillie's Clefairy | Mega Lucario | Okidogi | Raging Bolt | Tera Box,ptcg::archetype::basic_box ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::ceruledge ptcg::archetype::cynthia_s_garchomp ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_lucario ptcg::archetype::okidogi ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Fighting Gong · MEG 116,Fighting Gong,Fighting Gong,Trainer,True,True,1,MEG-116,5,Bloodmoon Ursaluna | Ceruledge | Cynthia's Garchomp | Mega Lucario | Okidogi,ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::ceruledge ptcg::archetype::cynthia_s_garchomp ptcg::archetype::mega_lucario ptcg::archetype::okidogi ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Finizen · TWM 059,Finizen · TWM 059,Finizen,Pokemon,False,True,1,TWM-59,1,Palafin,ptcg::archetype::palafin ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Fire Energy · BS 98,Fire Energy,Fire Energy,Energy,True,True,1,MEE-2,9,Basic Box | Ceruledge | Dragapult | Ethan's Typhlosion | Flareon | Lillie's Clefairy | Mega Absol Box | Mega Charizard X | Mega Lopunny,ptcg::archetype::basic_box ptcg::archetype::ceruledge ptcg::archetype::dragapult ptcg::archetype::ethan_s_typhlosion ptcg::archetype::flareon ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_absol_box ptcg::archetype::mega_charizard_x ptcg::archetype::mega_lopunny ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Flareon ex · PRE 014,Flareon ex,Flareon ex,Pokemon,False,True,1,PRE-14,1,Flareon,ptcg::archetype::flareon ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Forest of Vitality · MEG 117,Forest of Vitality,Forest of Vitality,Trainer,True,True,1,MEG-117,4,Beedrill | Decidueye | Mega Venusaur | Ogerpon Meganium,ptcg::archetype::beedrill ptcg::archetype::decidueye ptcg::archetype::mega_venusaur ptcg::archetype::ogerpon_meganium ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Froakie · CRI 020,Froakie · CRI 020,Froakie,Pokemon,True,True,1,CRI-20,2,Greninja | Mega Greninja,ptcg::archetype::greninja ptcg::archetype::mega_greninja ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Frogadier · CRI 021,Frogadier · CRI 021,Frogadier,Pokemon,True,True,1,CRI-21,2,Greninja | Mega Greninja,ptcg::archetype::greninja ptcg::archetype::mega_greninja ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Frogadier · TWM 057,Frogadier · TWM 057,Frogadier,Pokemon,False,True,1,TWM-57,1,Greninja,ptcg::archetype::greninja ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Froslass · SVP 117,Froslass,Froslass,Pokemon,False,True,1,TWM-53,5,Bronzong | Froslass Munkidori | Marnie's Grimmsnarl | Mega Froslass | Mega Starmie,ptcg::archetype::bronzong ptcg::archetype::froslass_munkidori ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_froslass ptcg::archetype::mega_starmie ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Frosmoth · MEG 043,Frosmoth · MEG 043,Frosmoth,Pokemon,False,True,1,MEG-43,1,Froslass Munkidori,ptcg::archetype::froslass_munkidori ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Galvantula · SFA 002,Galvantula · SFA 002,Galvantula,Pokemon,False,True,1,SFA-2,2,Joltik Box | Mega Manectric,ptcg::archetype::joltik_box ptcg::archetype::mega_manectric ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Genesect ex · BLK 067,Genesect ex,Genesect ex,Pokemon,False,True,1,BLK-67,3,Doublade | Metagross | Steven's Metagross,ptcg::archetype::doublade ptcg::archetype::metagross ptcg::archetype::steven_s_metagross ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Genesect · PFL 008,Genesect · PFL 008,Genesect,Pokemon,False,True,1,PFL-8,1,Mega Venusaur,ptcg::archetype::mega_venusaur ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Genesect · SFA 040,Genesect · SFA 040,Genesect,Pokemon,True,True,1,SFA-40,2,Alakazam | Bloodmoon Ursaluna,ptcg::archetype::alakazam ptcg::archetype::bloodmoon_ursaluna ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Glalie · TWM 052,Glalie,Glalie,Pokemon,False,True,1,TWM-52,2,Froslass Munkidori | Mega Starmie,ptcg::archetype::froslass_munkidori ptcg::archetype::mega_starmie ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Glass Trumpet · SCR 135,Glass Trumpet,Glass Trumpet,Trainer,True,True,1,ASC-189,4,Flareon | Hydreigon | Raging Bolt | Tera Box,ptcg::archetype::flareon ptcg::archetype::hydreigon ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Goldeen · TWM 044,Goldeen,Goldeen,Pokemon,False,True,1,TWM-44,1,Festival Lead,ptcg::archetype::festival_lead ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Grand Tree · SCR 136,Grand Tree,Grand Tree,Trainer,False,True,1,SCR-136,1,Greninja,ptcg::archetype::greninja ptcg::card_type::trainer ptcg::meta::2026_06::top50
Grass Energy · BS 99,Grass Energy,Grass Energy,Energy,True,True,1,MEE-1,14,Basic Box | Beedrill | Crustle | Decidueye | Festival Lead | Flareon | Joltik Box | Mega Manectric | Mega Venusaur | Ogerpon Meganium | Raging Bolt | Rocket's Mewtwo | Rocket's Spidops | Tera Box,ptcg::archetype::basic_box ptcg::archetype::beedrill ptcg::archetype::crustle ptcg::archetype::decidueye ptcg::archetype::festival_lead ptcg::archetype::flareon ptcg::archetype::joltik_box ptcg::archetype::mega_manectric ptcg::archetype::mega_venusaur ptcg::archetype::ogerpon_meganium ptcg::archetype::raging_bolt ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::archetype::tera_box ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Gravity Mountain · SSP 177,Gravity Mountain,Gravity Mountain,Trainer,True,True,1,SSP-177,8,Ethan's Typhlosion | Flareon | Joltik Box | Mega Froslass | Mega Lucario | Mega Sharpedo | Metagross | Palafin,ptcg::archetype::ethan_s_typhlosion ptcg::archetype::flareon ptcg::archetype::joltik_box ptcg::archetype::mega_froslass ptcg::archetype::mega_lucario ptcg::archetype::mega_sharpedo ptcg::archetype::metagross ptcg::archetype::palafin ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Great Haul Net · CRI 078,Great Haul Net,Great Haul Net,Trainer,False,True,1,CRI-78,1,Palafin,ptcg::archetype::palafin ptcg::card_type::trainer ptcg::meta::2026_06::top50
Greninja ex · TWM 106,Greninja ex · TWM 106,Greninja ex,Pokemon,True,True,1,TWM-106,2,Greninja | Mega Greninja,ptcg::archetype::greninja ptcg::archetype::mega_greninja ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Grookey · TWM 014,Grookey,Grookey,Pokemon,False,True,1,TWM-14,1,Festival Lead,ptcg::archetype::festival_lead ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Growing Grass Energy · POR 086,Growing Grass Energy,Growing Grass Energy,Energy,False,True,1,POR-86,2,Crustle | Decidueye,ptcg::archetype::crustle ptcg::archetype::decidueye ptcg::card_type::energy ptcg::meta::2026_06::top50
Hand Trimmer · TEF 150,Hand Trimmer,Hand Trimmer,Trainer,False,True,1,TEF-150,1,Crustle,ptcg::archetype::crustle ptcg::card_type::trainer ptcg::meta::2026_06::top50
Handheld Fan · TWM 150,Handheld Fan,Handheld Fan,Trainer,True,True,1,TWM-150,5,Alakazam | Crustle | Dragapult | Kangaskhan Bouffalant | Sylveon,ptcg::archetype::alakazam ptcg::archetype::crustle ptcg::archetype::dragapult ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::sylveon ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Hassel · TWM 151,Hassel,Hassel,Trainer,False,True,1,TWM-151,1,Hop's Trevenant,ptcg::archetype::hop_s_trevenant ptcg::card_type::trainer ptcg::meta::2026_06::top50
Heatran · TWM 123,Heatran · TWM 123,Heatran,Pokemon,False,True,1,TWM-123,1,Metagross,ptcg::archetype::metagross ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Hero's Cape · TEF 152,Hero's Cape,Hero's Cape,Trainer,True,True,1,TEF-152,4,Basic Box | Crustle | Mega Abomasnow | Sylveon,ptcg::archetype::basic_box ptcg::archetype::crustle ptcg::archetype::mega_abomasnow ptcg::archetype::sylveon ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Hilda · WHT 084,Hilda,Hilda,Trainer,True,True,1,WHT-84,17,Alakazam | Archaludon | Bronzong | Crustle | Cynthia's Garchomp | Doublade | Flareon | Froslass Munkidori | Greninja | Hydreigon | Mega Froslass | Mega Greninja | Mega Lopunny | Mega Lucario | Mega Starmie | Palafin | Sylveon,ptcg::archetype::alakazam ptcg::archetype::archaludon ptcg::archetype::bronzong ptcg::archetype::crustle ptcg::archetype::cynthia_s_garchomp ptcg::archetype::doublade ptcg::archetype::flareon ptcg::archetype::froslass_munkidori ptcg::archetype::greninja ptcg::archetype::hydreigon ptcg::archetype::mega_froslass ptcg::archetype::mega_greninja ptcg::archetype::mega_lopunny ptcg::archetype::mega_lucario ptcg::archetype::mega_starmie ptcg::archetype::palafin ptcg::archetype::sylveon ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Honedge · POR 056,Honedge,Honedge,Pokemon,False,True,1,POR-56,1,Doublade,ptcg::archetype::doublade ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Hoothoot · SCR 114,Hoothoot · SCR 114,Hoothoot,Pokemon,True,True,1,SCR-114,4,Flareon | Hydreigon | Ogerpon Meganium | Tera Box,ptcg::archetype::flareon ptcg::archetype::hydreigon ptcg::archetype::ogerpon_meganium ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Hoothoot · TEF 126,Hoothoot · TEF 126,Hoothoot,Pokemon,False,True,1,TEF-126,1,Tera Box,ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Hop's Bag · JTG 147,Hop's Bag,Hop's Bag,Trainer,False,True,1,JTG-147,1,Hop's Trevenant,ptcg::archetype::hop_s_trevenant ptcg::card_type::trainer ptcg::meta::2026_06::top50
Hop's Choice Band · JTG 148,Hop's Choice Band,Hop's Choice Band,Trainer,False,True,1,JTG-148,1,Hop's Trevenant,ptcg::archetype::hop_s_trevenant ptcg::card_type::trainer ptcg::meta::2026_06::top50
Hop's Cramorant · JTG 138,Hop's Cramorant,Hop's Cramorant,Pokemon,False,True,1,ASC-177,1,Hop's Trevenant,ptcg::archetype::hop_s_trevenant ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Hop's Dubwool · JTG 136,Hop's Dubwool,Hop's Dubwool,Pokemon,False,True,1,JTG-136,1,Hop's Trevenant,ptcg::archetype::hop_s_trevenant ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Hop's Phantump · ASC 095,Hop's Phantump,Hop's Phantump,Pokemon,False,True,1,ASC-95,1,Hop's Trevenant,ptcg::archetype::hop_s_trevenant ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Hop's Snorlax · SVP 184,Hop's Snorlax,Hop's Snorlax,Pokemon,False,True,1,JTG-117,1,Hop's Trevenant,ptcg::archetype::hop_s_trevenant ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Hop's Trevenant · ASC 096,Hop's Trevenant,Hop's Trevenant,Pokemon,False,True,1,ASC-96,1,Hop's Trevenant,ptcg::archetype::hop_s_trevenant ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Hop's Wooloo · JTG 135,Hop's Wooloo,Hop's Wooloo,Pokemon,False,True,1,JTG-135,1,Hop's Trevenant,ptcg::archetype::hop_s_trevenant ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Hydrapple ex · SCR 014,Hydrapple ex,Hydrapple ex,Pokemon,True,True,1,SCR-14,1,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Hydreigon ex · SSP 119,Hydreigon ex · SSP 119,Hydreigon ex,Pokemon,False,True,1,SSP-119,1,Hydreigon,ptcg::archetype::hydreigon ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Hyper Aroma · TWM 152,Hyper Aroma,Hyper Aroma,Trainer,False,True,1,TWM-152,1,Beedrill,ptcg::archetype::beedrill ptcg::card_type::trainer ptcg::meta::2026_06::top50
Ignition Energy · WHT 086,Ignition Energy,Ignition Energy,Energy,True,True,1,WHT-86,6,Decidueye | Doublade | Greninja | Mega Greninja | Mega Starmie | Rocket's Honchkrow,ptcg::archetype::decidueye ptcg::archetype::doublade ptcg::archetype::greninja ptcg::archetype::mega_greninja ptcg::archetype::mega_starmie ptcg::archetype::rocket_s_honchkrow ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Iris's Fighting Spirit · JTG 149,Iris's Fighting Spirit,Iris's Fighting Spirit,Trainer,False,True,1,ASC-190,1,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl ptcg::card_type::trainer ptcg::meta::2026_06::top50
Iron Boulder · SCR 071,Iron Boulder,Iron Boulder,Pokemon,False,True,1,SCR-71,1,Steven's Metagross,ptcg::archetype::steven_s_metagross ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Iron Leaves ex · SVP 128,Iron Leaves ex,Iron Leaves ex,Pokemon,True,True,1,TEF-25,3,Joltik Box | Raging Bolt | Tera Box,ptcg::archetype::joltik_box ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Ivysaur · MEG 002,Ivysaur,Ivysaur,Pokemon,False,True,1,MEG-2,1,Mega Venusaur,ptcg::archetype::mega_venusaur ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Jacinthe · POR 075,Jacinthe,Jacinthe,Trainer,False,True,1,POR-75,1,Sylveon,ptcg::archetype::sylveon ptcg::card_type::trainer ptcg::meta::2026_06::top50
Jamming Tower · TWM 153,Jamming Tower,Jamming Tower,Trainer,True,True,1,TWM-153,5,Bronzong | Dragapult | Greninja | Mega Lucario | Mega Manectric,ptcg::archetype::bronzong ptcg::archetype::dragapult ptcg::archetype::greninja ptcg::archetype::mega_lucario ptcg::archetype::mega_manectric ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
